job_id,title,company,location,db_level,title_level,final_level,confidence,needs_review,reason
2692,Staff Gudang,Sinar Mentari Diesel,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2695,Staff Drafter,HENDRA BUDI GRUP,Bantul,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2698,Staff Purchasing,PT Rajawali Persada Group,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2699,Marketing Staff,PT Rajawali Persada Group,Tangerang,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2702,Student Intern Architecture / Ungraduated Program),PT Nadjatara Nadjatari Indonesia,Jakarta Timur,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
2703,Accounting Supervisor,PT Medikpro Estetika Indonesia,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
2704,Staff Gudang,Kurnia Printing,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2706,Staff Legal,PT. Proderma Medika Gemilang (Prossi Clinic),Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2712,Site Manager,PT. AGGRA RUMA DEVELOPMENT,Bogor,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2714,General Manager,PT BINTANG TENDA MEMBRAN,Bekasi,CEO / GM / Director / Senior Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2716,Area Manager Marketing,PT. ASEAN MOTOR INTERNATIONAL,Jakarta Pusat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2717,Supervisor Operasional,Toga Hill,Sumedang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2718,Staff Gudang (E-commerce),PT. INDOPRIMA GLOBAL MANDIRI,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2720,Staff Research & Development Mesin,PT Cello Sukses Berdaya,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2721,Marketing Manager,PT. HASHIMAWIRA BERSAUDARA,Jakarta Timur,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2722,Staff Logistik,WUTAMA GROUP,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2723,Human Resource Staff,PT. Super Beton Persada,Makassar,Supervisor / Coordinator,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2729,Site Operasional Manager,PT. Khresindo Teknik,Cikarang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2735,Staf Administrasi,Yayasan Pelita Bina Insani,Bandung Kabupaten,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2737,Social Media Creative Staff,Kaospolosjaya,Surabaya,Junior / Entry Level,staff,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
2740,Teknisi Mesin AC (Cooler),PT. Madusari Nusaperdana,Bekasi,Junior / Entry Level,c-level,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
2744,Purchasing Staff,PT. PELITA NIAGA SEJAHTERA,Jakarta Barat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2745,Staff Teknisi,PT Perdana Cipta Kreasindo,Remote,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2747,Cook,Arta Tirta Mulia,Surakarta / Solo,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
2750,Staff Data Entry,PT. SURYA OSCAR DECKERS CEMERLANG,Bandung Kota,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2752,Team Leader Salesman,PT Ardendi Jaya Sentosa,Cirebon,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
2758,Staf PPIC,PT PRIMA JAYA INDAH LESTARI,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2759,Assistant Store Manager,Bazic Products Indonesia,Jakarta Utara,Supervisor / Coordinator,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
2760,Staff Admin,Smart Design,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2761,Staff Admin,PT. SURYA OSCAR DECKERS CEMERLANG,Bandung Kota,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2762,Staf Gudang,PT Mega Lestari Optimal Nusantara,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2764,Tax Accounting Staff,PT Icon Commodities Indonesia,Jakarta Selatan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2766,Assistant Workshop,Discha Harjani Couture,Jakarta Pusat,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
2767,Staff Keuangan,Smart Design,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2768,Staff General Affair,PT. FTF Globalindo,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2776,Property Manager,Century 21 Indonesia,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2780,Manager Keuangan,RS Provita Jayapura,Jayapura,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
2784,Staff Admin PPIC,PT. Rajawali Karya Perkasa,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2786,Cook Helper,Tamanna Coffee & Eatery,Jakarta Utara,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
2789,Administrasi Staff,PT. Energi Malang Andalan Sukses,Surabaya,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2794,Security Leader,House Of Om,Gianyar,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
2804,Supervisor Teknisi Listrik,PT. PAPYRUS SAKTI CAB BANDUNG,Bandung Kabupaten,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2810,Sales Assisten Refraksi Optisi (SASRO),Optik Bunaken,Surabaya,Staff / Officer,senior,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
2812,Staf Accounting (Building Management),PPPSRS Apartemen Kebayoran Icon,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2814,Intern Finance Staff,PT AZURA INOVASI INDONESIA,Bekasi,Staff / Officer,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
2817,Staff Warehouse,PT YUXU PLASTIK LOGAM INDONESIA,Serang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2823,Asisten Mekanik (Helper Montir),KEMALA BAN & SERVICE & AC,Jakarta Barat,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
2825,Pengawas Lapangan Project FFTH,PT CITRA OASE SEJAHTERA,Remote,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2828,Supervisor Sipil,PT Himindo Citra Mandiri,Remote,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2831,Logistik Staff,PT Perdana Makmur Jaya,Tangerang Selatan,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2833,Staff Admin,PT. ELIJAYA DUTA PRATAMA,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2835,Staff HRD,PT. Rizki Prima Sakti,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2837,Staff Keuangan,CV. INDONUSA LABEL,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2841,Account Manager,PT. Amanah Seruan Alam,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2845,Marketing Staff,Neuviz Bali,Badung,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2847,Staff Asisten Edukasi IT,CV. IT SMART SOLUSI EDUKASI,Sidoarjo,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2855,HRD Supervisor,PT Medikpro Estetika Indonesia,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
2858,Staff Admin Teknisi,PT. Global Solusi Sejahtera,Cibinong,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2859,Staff Admin,PT.Indo Prima Printama,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2860,Web Development Internship,PT INSTA SOLUSI INDONESIA,Sleman,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
2862,Project Manager Interior,PT Sinergi Anugrah Mandiri,Jakarta Barat,Supervisor / Coordinator,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2863,Project Manager,SERBA ANTIK,DKI Jakarta,CEO / GM / Director / Senior Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2865,Supervisor Administrasi Toko,Toko Berkah Agung Komputer,Jakarta Pusat,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2880,Supervisor Sarana dan Prasarana,SMK PRAKARYA INTERNASIONAL,Bandung Kota,Junior / Entry Level,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2881,Supervisor Account Receivable,PT PROSPEK MANUNGGAL ABADI,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2885,Staff Admin Konstruksi,CV. Media Sarana CB,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2886,Staff Sales Marketing,PT. KENSIGN JAYA MANDIRI,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2892,Staff Accounting,PT. Karya Delitama Prima Persada,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2896,Staff Data Entry Akunting,SERBA ANTIK,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2899,Staff Accounting,PT. SATOIL,DKI Jakarta,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2909,Manager Produksi / Kepala Produksi,PT. TIPOTA FURNISHINGS,Jepara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
2913,Head Chef,SPPG Cirebon Palimanan Palimanan Timur (Yayasan Halana Jaya Bangsa),Cirebon,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
2917,Social Media Manager,Ideoworks.id,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2918,Creative Group Head,Ideoworks.id,Jakarta Selatan,CEO / GM / Director / Senior Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
2920,Cook,Madam To,Semarang,Supervisor / Coordinator,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
2923,Project Coordinator,PT.Menara Studio,Jakarta Barat,Supervisor / Coordinator,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
2925,Staff HR,Unison Training,Bantul,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2928,Staf Akuntansi,Klinik Gigi UNO,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2929,Cook,Resto Warung Bunana Cab Sunset,Badung,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
2931,Staff Accounting,PT. ASURANSI UMUM VIDEI,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2932,Staff Akuntansi Perpajakan,PT SOLUNARA HARMONI NUSANTARA,Cirebon,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2934,Staff Administrasi,PT SOLUNARA HARMONI NUSANTARA,Cirebon,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2935,Kepala Gudang (Warehouse Supervisor),PT SOLUNARA HARMONI NUSANTARA,Cirebon,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
2937,"Staff Perizinan (KITAS, VISA Dan Pasport)",PT SOLUNARA HARMONI NUSANTARA,Cirebon,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2939,Human Resource Development Staff,PT SOLUNARA HARMONI NUSANTARA,Cirebon,Manager / Assistant Manager,staff,Manager / Assistant Manager,0.65,False,"Low confidence from title (65%), using database"
2941,Admin Staff,PT Andalan Medika Sejahtera Abadi,Kota Yogyakarta,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
2943,Staff Accounting,PT. BARUNA SURINDO PERKASA,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2947,Helper Cook,Hochiak Kopitiam Bandung,Bandung Kota,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
2952,Chef De Party (Leader),Hochiak Kopitiam Bandung,Bandung Kota,Supervisor / Coordinator,lead,Supervisor / Coordinator,0.65,False,"Low confidence from title (65%), using database"
2956,Supervisor Marketing,Columbus Cabang Daya,Makassar,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2959,Project Assistant,PT GT PRO RAYA INDONESIA,Depok,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
2972,Staf Administrasi (ADM),"Sudutbarat Media Kreasitama, CV.",Sleman,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
2973,Administrative Assistant,Karya Agung Perkasa,Depok,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
2974,KOL Internship,PT Entropi Global Martech,Kabupaten Tangerang,Staff / Officer,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
2977,Supervisor Tenun,PT Havilah Tekstil Nusantara,Remote,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
2978,Project Supervisor,PT GT PRO RAYA INDONESIA,Depok,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
2979,Leader Customer Service,Roemah Rempah,Jakarta Selatan,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
2991,Luxury Sales Assistant,PT Hartanto World Project,Jakarta Selatan,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
2994,Senior Grafis Designer,Vision Indonesia,Surabaya,Staff / Officer,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
2995,Cook,RESTAURANT MM JUICE,Bandung Kota,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
3002,Staff Kolektor,PT. Sanjaya Food,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3006,Asisten apoteker,Apotik Cahaya Sehat,Jakarta Timur,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3007,Staf Operasional,WA Laundry Premium Palembang,Palembang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3013,Staff Legal and Corporate Support,PT Perkasa Abdi Bhuana,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3017,Staff Accounting,CV. BINTANG ABADI SEJAHTERA,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3018,Pengawas Lapangan / Supervisor lapangan,PT Richindo Cipta Mandiri,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3023,Marketing Staff,Garasi AHA,Tangerang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3033,Customer Relations Staff,Rejeki Aksesoris,Jakarta Barat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3034,Finance Manager,Saya Group,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3035,Supervisor Marketing,CV MITRA JAYA GROUP,Depok,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3037,Head Chef,Saya Group,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3039,Purchasing Manager,Saya Group,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3044,Operator Bordir,PT.Global Prima Textilindo ( CITITEX ),Jakarta Barat,Staff / Officer,director,director,0.8,True,"High confidence from title (80%), overriding database"
3045,Assistant,PT MAJU TERUS BERKIBAR,Denpasar,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3046,Asisten Gudang & Kebersihan,PT. LAJU KARYA SAHABAT,Jakarta Utara,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3047,Junior Sales,Rejeki Aksesoris,Jakarta Barat,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
3048,Event and Promotion Staff,Rejeki Aksesoris,Jakarta Barat,Junior / Entry Level,staff,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
3050,Staff Accounting,Rejeki Aksesoris,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3051,Junior Tax Consultant,PT Swasti Tumbuh Lestari,Tangerang,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
3054,Staf Administrasi Keuangan,KJPP Agus Firdaus & Rekan,Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3056,Guru Boarding (Asrama Anak Berkebutuhan Khusus),QQ MITRA ANANDA,Jakarta Timur,Staff / Officer,senior,senior,0.8,True,"High confidence from title (80%), overriding database"
3057,Business Development Manager,PT IURIS INTERNATIONAL INDONESIA,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3060,Real Estate Assistant,PT IURIS INTERNATIONAL INDONESIA,Jakarta Selatan,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3061,Kepala Produksi,PT. Agungbeton Persada Utama,Tangerang,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
3066,Staf Administrasi,PT Metalindo Multiperkasa,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3069,Store Manager,PT GEMILANG KULINER NUSANTARA,Jakarta Timur,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3072,Collector,Columbus Cab Tasikmalaya,Tasikmalaya,Staff / Officer,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
3073,Staff Accounting,PT Binamas Karya Fausta,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3077,Accounting Tax Staff,CV Retail Persada Sukses,Bekasi,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3078,Content Creator Intern,PT PATRIA ANUGRAH SENTOSA,Kabupaten Tangerang,Staff / Officer,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
3079,Internship Data Entry,PT Citra Alterindo,Jakarta Barat,Junior / Entry Level,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
3082,Staff Admin,Andalan Aluminium,Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3083,Personal Assistant,FOSS GROUP,Jakarta Utara,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3086,Staff HR Intern,PT PATRIA ANUGRAH SENTOSA,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3093,Staff Finishing,Central Media Jakarta,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3094,Magang Teknisi Printer,PT. SUKSES KOMPUTINDO ABADI,Bekasi,Junior / Entry Level,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
3095,Personal Assistant,RSA Partnership,Tangerang,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3102,Stretch Trainee (Fitness Assistant),PT Global Multindo Teknologi,Jakarta Barat,Junior / Entry Level,assistant,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
3104,Staff Supply,BURSA MOBIL TAV,Semarang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3105,Sales Agriculture (Tractor dan mesin pertanian),PT JEMSEN TECHNOLOGY INDONESIA,Jakarta Utara,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
3107,Asisten Pribadi Profesional,Glossed thrifts,Jakarta Selatan,Supervisor / Coordinator,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3108,Admin Staff,CV Zarwins Gallery Decoration,Jakarta Timur,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3109,General Affair Staff,PT PATRIA ANUGRAH SENTOSA,Kabupaten Tangerang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3110,Staff Keuangan / Accounting,TK/KB/TPA (DAYCARE) Permata Nusantara Tapos Depok,Depok,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3112,Admin Staff,PT. Prima Jaya Selaras,Jakarta Utara,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3122,Staff Gudang,Sumber Rezeki,Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3123,Staff Sales Marketing,PT Hydromart Utama Indonesia,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3125,Complain Handling Staff (Customer Care),PT. E2Pay Global Utama,Jakarta Selatan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3127,Manager HRD F&B,PT GEMILANG KULINER NUSANTARA,Jakarta Timur,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3128,Sales Internet Wifi,MyRepublic Branch Jakarta Selatan,Jakarta Selatan,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
3130,Leader Produksi Bending,PT. Suly Bersama Jaya Steel,Karawang,Junior / Entry Level,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
3132,Leader Produksi Cutting,PT. Suly Bersama Jaya Steel,Karawang,Manager / Assistant Manager,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
3133,Junior Arsitek,Archwork Indonesia,Jakarta Selatan,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
3141,Senior Tax Staff,SR CONSULTING,Bekasi,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
3148,Maintenance Staff,Roemah Rempah,Jakarta Selatan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3149,Pengawas Project Coating,PT. EZZER KEMINDO MULIATAMA,Bekasi,Junior / Entry Level,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3157,Staff GA (General Affair),PT. Geotech Efathama,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3159,Asisten Guru,Yayasan Wahana Inklusif Indonesia,Depok,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3160,Manager Accounting,PT. Carlina Makmur Plastikindo,Kabupaten Tangerang,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3161,Staf Administrasi Perpajakan,Suma Jaya baja,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3168,Field Collector,PT Sumberdaya Andalan Mandiri,Jakarta Selatan,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
3170,Packing Staff,Lafa Trade Indonesia,Jakarta Pusat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3171,Pelaksana Lapangan/ Site Supervisor,PT GATRA KENCANA INDONESIA,Bandung Kota,Supervisor / Coordinator,supervisor,Supervisor / Coordinator,0.65,False,"Low confidence from title (65%), using database"
3172,Staf Administrasi Marketing,CIKARANG ACADEMY INDONESIA SENDING ORGANIZATION,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3173,Manager Marketing,CV.SUKSES BERSAMA,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3174,Crewing Staff Recruitment,PT. Kru Indonesia Mandiri,Jakarta Utara,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3176,Staff Admin Ekspor Impor,PT.EVER FLOURISH INTERNATIONAL,Semarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3177,General Affairs Spv,PT.Datanet Indomedia,Jakarta Pusat,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
3178,Tax Staff,PT.Datanet Indomedia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3180,Accounting Staff,PT.Datanet Indomedia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3181,Staff Business Development,CIKARANG ACADEMY INDONESIA SENDING ORGANIZATION,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3192,Supervisor Accounting,PT Nashua Nusantara,Jakarta Timur,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3195,Staff Apotek,Apotek Anugerah Dalung,Badung,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3202,Staff Outlet,Chick-Chick Crispy Snack,Tasikmalaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3207,Staff Admin Officer,PT. Rizki Prima Sakti,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3210,Asisten Guru (Admin Center),Global Art Bintaro Graha Raya,Kabupaten Tangerang,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3219,Junior Graphic Designer,Twofolks Design,Jakarta Timur,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
3220,Graphic Designer Intern,Twofolks Design,Jakarta Timur,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
3227,Restaurant Manager,Terminal Wisata Grafika Cikole,Bandung Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3228,Manajer Marketing,CV. Mitra Top,Kabupaten Tangerang,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3229,Accounting Supervisor,Recta Construction,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
3237,Asisten (Mandarin Speaker),PT DOMO SPACE INDONESIA,Kabupaten Tangerang,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
